2026-07-18 08:34:53,280 - Starting gate training. Store: cifar100_exp_0.01_Gate_256_42
2026-07-18 08:34:53,280 - Config - LR: 0.001, WD: 0.0001, lambda_ent: 0.01, lambda_bal: 0.05
2026-07-18 08:36:25,769 - [Gate] Epoch 44 | Loss: 1.3552 | Acc: 68.85% | MaxMixProb: 0.9778 | GateLogitStd: 0.7485 | GradNorm: 0.0789
2026-07-18 08:36:27,726 - [Gate] Epoch 45 | Loss: 1.3518 | Acc: 69.31% | MaxMixProb: 0.9800 | GateLogitStd: 0.7700 | GradNorm: 0.0797
2026-07-18 08:36:29,764 - [Gate] Epoch 46 | Loss: 1.3589 | Acc: 68.20% | MaxMixProb: 0.9820 | GateLogitStd: 0.7740 | GradNorm: 0.0911
2026-07-18 08:36:31,885 - [Gate] Epoch 47 | Loss: 1.3474 | Acc: 69.03% | MaxMixProb: 0.9803 | GateLogitStd: 0.7744 | GradNorm: 0.0994
2026-07-18 08:36:33,902 - [Gate] Epoch 48 | Loss: 1.3662 | Acc: 68.39% | MaxMixProb: 0.9781 | GateLogitStd: 0.7521 | GradNorm: 0.0825
2026-07-18 08:36:36,007 - [Gate] Epoch 49 | Loss: 1.3841 | Acc: 69.03% | MaxMixProb: 0.9754 | GateLogitStd: 0.7492 | GradNorm: 0.0974
2026-07-18 08:36:38,087 - [Gate] Epoch 50 | Loss: 1.3679 | Acc: 67.93% | MaxMixProb: 0.9807 | GateLogitStd: 0.7574 | GradNorm: 0.0960
2026-07-18 08:36:40,108 - [Gate] Epoch 51 | Loss: 1.3518 | Acc: 67.74% | MaxMixProb: 0.9795 | GateLogitStd: 0.7703 | GradNorm: 0.0996
2026-07-18 08:36:42,156 - [Gate] Epoch 52 | Loss: 1.3504 | Acc: 68.39% | MaxMixProb: 0.9776 | GateLogitStd: 0.7551 | GradNorm: 0.0999
2026-07-18 08:36:44,033 - [Gate] Epoch 53 | Loss: 1.3615 | Acc: 68.66% | MaxMixProb: 0.9783 | GateLogitStd: 0.7802 | GradNorm: 0.0930
2026-07-18 08:36:46,104 - [Gate] Epoch 54 | Loss: 1.3686 | Acc: 67.28% | MaxMixProb: 0.9794 | GateLogitStd: 0.7628 | GradNorm: 0.0899
2026-07-18 08:36:48,070 - [Gate] Epoch 55 | Loss: 1.3491 | Acc: 67.74% | MaxMixProb: 0.9817 | GateLogitStd: 0.7402 | GradNorm: 0.0758
2026-07-18 08:36:50,314 - [Gate] Epoch 56 | Loss: 1.3554 | Acc: 68.20% | MaxMixProb: 0.9808 | GateLogitStd: 0.7323 | GradNorm: 0.0846
2026-07-18 08:36:52,383 - [Gate] Epoch 57 | Loss: 1.3478 | Acc: 68.11% | MaxMixProb: 0.9784 | GateLogitStd: 0.7513 | GradNorm: 0.0686
